,user_id,session_date,session_duration_minutes,workout_module_used,calories_burned,completed_goal_checkin,signup_date,age,gender,goal,last_login_date,dropoff_flag,Age Group,sub_duration_days,goal_reached_numeric
22,U0001,2025-07-12,82,HIIT,469.91,Yes,2025-05-13,43,M,Build Muscle,2025-07-30,No,Mid,78,1
23,U0001,2025-07-13,73,HIIT,464.09,Yes,2025-05-13,43,M,Build Muscle,2025-07-30,No,Mid,78,1
24,U0001,2025-07-20,48,Yoga,444.94,No,2025-05-13,43,M,Build Muscle,2025-07-30,No,Mid,78,0
25,U0001,2025-07-21,49,Cardio,268.08,No,2025-05-13,43,M,Build Muscle,2025-07-30,No,Mid,78,0
26,U0001,2025-07-22,46,Cardio,407.15,Yes,2025-05-13,43,M,Build Muscle,2025-07-30,No,Mid,78,1
27,U0001,2025-07-27,41,Strength,295.26,Yes,2025-05-13,43,M,Build Muscle,2025-07-30,No,Mid,78,1
28,U0001,2025-07-29,13,Cardio,123.03,No,2025-05-13,43,M,Build Muscle,2025-07-30,No,Mid,78,0
29,U0001,2025-07-30,15,HIIT,83.71,Yes,2025-05-13,43,M,Build Muscle,2025-07-30,No,Mid,78,1
30,U0002,2025-05-18,65,Cardio,624.68,Yes,2025-05-18,21,M,Build Muscle,2025-07-31,No,Young,74,1
31,U0002,2025-05-31,48,HIIT,325.83,No,2025-05-18,21,M,Build Muscle,2025-07-31,No,Young,74,0
32,U0002,2025-06-02,88,HIIT,872.4,No,2025-05-18,21,M,Build Muscle,2025-07-31,No,Young,74,0
33,U0002,2025-06-11,36,Stretching,291.07,No,2025-05-18,21,M,Build Muscle,2025-07-31,No,Young,74,0
34,U0002,2025-06-12,82,HIIT,471.74,Yes,2025-05-18,21,M,Build Muscle,2025-07-31,No,Young,74,1
35,U0002,2025-06-15,36,HIIT,234.03,No,2025-05-18,21,M,Build Muscle,2025-07-31,No,Young,74,0
36,U0002,2025-06-28,12,Strength,85.19,No,2025-05-18,21,M,Build Muscle,2025-07-31,No,Young,74,0
37,U0002,2025-07-10,67,Cardio,344.1,Yes,2025-05-18,21,M,Build Muscle,2025-07-31,No,Young,74,1
38,U0002,2025-07-15,70,Strength,522.87,No,2025-05-18,21,M,Build Muscle,2025-07-31,No,Young,74,0
39,U0002,2025-07-31,81,Yoga,791.41,Yes,2025-05-18,21,M,Build Muscle,2025-07-31,No,Young,74,1
40,U0003,2025-05-03,76,HIIT,608.71,No,2025-05-03,51,F,Build Muscle,2025-07-29,No,Adult,87,0
41,U0003,2025-05-05,52,HIIT,511.97,No,2025-05-03,51,F,Build Muscle,2025-07-29,No,Adult,87,0
42,U0003,2025-05-06,52,HIIT,418.36,Yes,2025-05-03,51,F,Build Muscle,2025-07-29,No,Adult,87,1
43,U0003,2025-05-07,85,Stretching,784.07,Yes,2025-05-03,51,F,Build Muscle,2025-07-29,No,Adult,87,1
44,U0003,2025-05-12,15,Cardio,135.1,Yes,2025-05-03,51,F,Build Muscle,2025-07-29,No,Adult,87,1
45,U0003,2025-05-16,68,Strength,535.93,No,2025-05-03,51,F,Build Muscle,2025-07-29,No,Adult,87,0
46,U0003,2025-05-19,14,HIIT,115.3,Yes,2025-05-03,51,F,Build Muscle,2025-07-29,No,Adult,87,1
47,U0003,2025-05-21,21,Cardio,194.33,Yes,2025-05-03,51,F,Build Muscle,2025-07-29,No,Adult,87,1
48,U0003,2025-05-24,49,HIIT,445.51,No,2025-05-03,51,F,Build Muscle,2025-07-29,No,Adult,87,0
49,U0003,2025-05-25,59,HIIT,343.97,No,2025-05-03,51,F,Build Muscle,2025-07-29,No,Adult,87,0
50,U0003,2025-06-15,40,HIIT,394.03,No,2025-05-03,51,F,Build Muscle,2025-07-29,No,Adult,87,0
51,U0003,2025-06-17,33,Strength,305.34,No,2025-05-03,51,F,Build Muscle,2025-07-29,No,Adult,87,0
52,U0003,2025-06-18,49,Cardio,375.86,Yes,2025-05-03,51,F,Build Muscle,2025-07-29,No,Adult,87,1
53,U0003,2025-06-19,27,Cardio,240.97,Yes,2025-05-03,51,F,Build Muscle,2025-07-29,No,Adult,87,1
54,U0003,2025-06-24,76,Stretching,711.6,No,2025-05-03,51,F,Build Muscle,2025-07-29,No,Adult,87,0
55,U0003,2025-06-30,11,Stretching,77.06,Yes,2025-05-03,51,F,Build Muscle,2025-07-29,No,Adult,87,1
56,U0003,2025-07-03,47,Cardio,455.22,No,2025-05-03,51,F,Build Muscle,2025-07-29,No,Adult,87,0
57,U0003,2025-07-10,18,Strength,142.24,Yes,2025-05-03,51,F,Build Muscle,2025-07-29,No,Adult,87,1
58,U0003,2025-07-16,48,HIIT,466.55,Yes,2025-05-03,51,F,Build Muscle,2025-07-29,No,Adult,87,1
59,U0003,2025-07-17,36,Stretching,351.21,No,2025-05-03,51,F,Build Muscle,2025-07-29,No,Adult,87,0
60,U0003,2025-07-25,27,Cardio,251.17,Yes,2025-05-03,51,F,Build Muscle,2025-07-29,No,Adult,87,1
61,U0003,2025-07-29,11,Strength,91.68,No,2025-05-03,51,F,Build Muscle,2025-07-29,No,Adult,87,0
62,U0004,2025-05-14,81,Yoga,732.77,Yes,2025-05-14,41,F,Lose Weight,2025-07-15,Yes,Mid,62,1
63,U0004,2025-05-16,37,Cardio,323.27,No,2025-05-14,41,F,Lose Weight,2025-07-15,Yes,Mid,62,0
64,U0004,2025-05-17,79,Stretching,462.08,Yes,2025-05-14,41,F,Lose Weight,2025-07-15,Yes,Mid,62,1
65,U0004,2025-05-19,17,Stretching,157.32,Yes,2025-05-14,41,F,Lose Weight,2025-07-15,Yes,Mid,62,1
66,U0004,2025-05-21,82,Cardio,626.88,Yes,2025-05-14,41,F,Lose Weight,2025-07-15,Yes,Mid,62,1
67,U0004,2025-05-27,53,Cardio,333.44,No,2025-05-14,41,F,Lose Weight,2025-07-15,Yes,Mid,62,0
68,U0004,2025-06-06,74,Stretching,618.26,Yes,2025-05-14,41,F,Lose Weight,2025-07-15,Yes,Mid,62,1
69,U0004,2025-06-13,36,Cardio,221.87,Yes,2025-05-14,41,F,Lose Weight,2025-07-15,Yes,Mid,62,1
70,U0004,2025-06-23,58,Yoga,542.25,No,2025-05-14,41,F,Lose Weight,2025-07-15,Yes,Mid,62,0
71,U0004,2025-06-24,28,Cardio,179.57,Yes,2025-05-14,41,F,Lose Weight,2025-07-15,Yes,Mid,62,1
72,U0004,2025-07-01,12,Strength,84.98,Yes,2025-05-14,41,F,Lose Weight,2025-07-15,Yes,Mid,62,1
73,U0004,2025-07-02,85,Yoga,470.13,Yes,2025-05-14,41,F,Lose Weight,2025-07-15,Yes,Mid,62,1
74,U0004,2025-07-15,34,Strength,230.46,Yes,2025-05-14,41,F,Lose Weight,2025-07-15,Yes,Mid,62,1
75,U0005,2025-05-06,64,Stretching,475.18,No,2025-05-06,18,F,Build Muscle,2025-07-26,No,Young,81,0
76,U0005,2025-05-09,32,HIIT,265.51,Yes,2025-05-06,18,F,Build Muscle,2025-07-26,No,Young,81,1
77,U0005,2025-05-16,74,Yoga,690.38,No,2025-05-06,18,F,Build Muscle,2025-07-26,No,Young,81,0
78,U0005,2025-06-29,82,Cardio,445.08,No,2025-05-06,18,F,Build Muscle,2025-07-26,No,Young,81,0
79,U0005,2025-07-26,64,Strength,385.11,Yes,2025-05-06,18,F,Build Muscle,2025-07-26,No,Young,81,1
80,U0006,2025-05-02,46,Cardio,322.27,No,2025-05-02,43,M,Stay Active,2025-07-30,No,Mid,89,0
81,U0006,2025-05-07,72,Yoga,508.25,No,2025-05-02,43,M,Stay Active,2025-07-30,No,Mid,89,0
82,U0006,2025-05-09,45,Cardio,246.71,No,2025-05-02,43,M,Stay Active,2025-07-30,No,Mid,89,0
83,U0006,2025-05-19,53,Yoga,520.55,No,2025-05-02,43,M,Stay Active,2025-07-30,No,Mid,89,0
84,U0006,2025-05-23,84,Cardio,635.88,Yes,2025-05-02,43,M,Stay Active,2025-07-30,No,Mid,89,1
85,U0006,2025-05-24,45,Cardio,293.69,Yes,2025-05-02,43,M,Stay Active,2025-07-30,No,Mid,89,1
86,U0006,2025-05-26,29,HIIT,193.98,No,2025-05-02,43,M,Stay Active,2025-07-30,No,Mid,89,0
87,U0006,2025-05-27,54,Strength,422.61,Yes,2025-05-02,43,M,Stay Active,2025-07-30,No,Mid,89,1
88,U0006,2025-05-30,86,Cardio,761.44,No,2025-05-02,43,M,Stay Active,2025-07-30,No,Mid,89,0
89,U0006,2025-06-04,57,HIIT,360.32,Yes,2025-05-02,43,M,Stay Active,2025-07-30,No,Mid,89,1
90,U0006,2025-06-07,40,Yoga,346.79,Yes,2025-05-02,43,M,Stay Active,2025-07-30,No,Mid,89,1
91,U0006,2025-06-17,19,Cardio,124.11,No,2025-05-02,43,M,Stay Active,2025-07-30,No,Mid,89,0
92,U0006,2025-06-18,67,Cardio,539.39,Yes,2025-05-02,43,M,Stay Active,2025-07-30,No,Mid,89,1
93,U0006,2025-06-30,85,HIIT,626.78,Yes,2025-05-02,43,M,Stay Active,2025-07-30,No,Mid,89,1
94,U0006,2025-07-06,62,Strength,385.26,Yes,2025-05-02,43,M,Stay Active,2025-07-30,No,Mid,89,1
95,U0006,2025-07-09,85,Cardio,789.57,Yes,2025-05-02,43,M,Stay Active,2025-07-30,No,Mid,89,1
96,U0006,2025-07-12,34,Strength,175.0,No,2025-05-02,43,M,Stay Active,2025-07-30,No,Mid,89,0
97,U0006,2025-07-15,51,Yoga,339.82,Yes,2025-05-02,43,M,Stay Active,2025-07-30,No,Mid,89,1
98,U0006,2025-07-18,58,HIIT,495.23,No,2025-05-02,43,M,Stay Active,2025-07-30,No,Mid,89,0
99,U0006,2025-07-23,69,Cardio,608.48,Yes,2025-05-02,43,M,Stay Active,2025-07-30,No,Mid,89,1
100,U0006,2025-07-25,53,HIIT,348.62,Yes,2025-05-02,43,M,Stay Active,2025-07-30,No,Mid,89,1
101,U0006,2025-07-27,36,Yoga,308.12,Yes,2025-05-02,43,M,Stay Active,2025-07-30,No,Mid,89,1
102,U0006,2025-07-30,33,Strength,316.41,Yes,2025-05-02,43,M,Stay Active,2025-07-30,No,Mid,89,1
103,U0007,2025-05-14,14,HIIT,112.8,No,2025-05-14,26,M,Lose Weight,2025-07-22,No,Mid,69,0
104,U0007,2025-05-18,14,HIIT,77.3,Yes,2025-05-14,26,M,Lose Weight,2025-07-22,No,Mid,69,1
105,U0007,2025-06-07,36,HIIT,333.96,No,2025-05-14,26,M,Lose Weight,2025-07-22,No,Mid,69,0
106,U0007,2025-06-08,22,Cardio,137.29,No,2025-05-14,26,M,Lose Weight,2025-07-22,No,Mid,69,0
107,U0007,2025-06-10,16,HIIT,136.55,Yes,2025-05-14,26,M,Lose Weight,2025-07-22,No,Mid,69,1
108,U0007,2025-06-14,50,Cardio,294.36,No,2025-05-14,26,M,Lose Weight,2025-07-22,No,Mid,69,0
109,U0007,2025-06-15,12,Strength,91.9,No,2025-05-14,26,M,Lose Weight,2025-07-22,No,Mid,69,0
110,U0007,2025-06-25,63,HIIT,591.38,Yes,2025-05-14,26,M,Lose Weight,2025-07-22,No,Mid,69,1
111,U0007,2025-06-30,73,Cardio,366.51,No,2025-05-14,26,M,Lose Weight,2025-07-22,No,Mid,69,0
112,U0007,2025-07-03,21,Strength,209.45,No,2025-05-14,26,M,Lose Weight,2025-07-22,No,Mid,69,0
113,U0007,2025-07-22,33,Cardio,221.31,Yes,2025-05-14,26,M,Lose Weight,2025-07-22,No,Mid,69,1
114,U0008,2025-06-02,75,Stretching,599.45,Yes,2025-06-02,22,F,Stay Active,2025-07-15,Yes,Young,43,1
115,U0008,2025-06-13,53,Cardio,379.38,Yes,2025-06-02,22,F,Stay Active,2025-07-15,Yes,Young,43,1
116,U0008,2025-06-17,50,HIIT,346.19,Yes,2025-06-02,22,F,Stay Active,2025-07-15,Yes,Young,43,1
117,U0008,2025-07-08,41,HIIT,260.69,Yes,2025-06-02,22,F,Stay Active,2025-07-15,Yes,Young,43,1
118,U0008,2025-07-10,79,HIIT,424.37,Yes,2025-06-02,22,F,Stay Active,2025-07-15,Yes,Young,43,1
119,U0008,2025-07-15,14,Cardio,96.67,No,2025-06-02,22,F,Stay Active,2025-07-15,Yes,Young,43,0
120,U0009,2025-05-11,78,Cardio,734.9,Yes,2025-05-11,28,F,Build Muscle,2025-07-17,Yes,Mid,67,1
121,U0009,2025-05-12,34,Cardio,298.28,Yes,2025-05-11,28,F,Build Muscle,2025-07-17,Yes,Mid,67,1
122,U0009,2025-05-22,82,HIIT,615.2,No,2025-05-11,28,F,Build Muscle,2025-07-17,Yes,Mid,67,0
123,U0009,2025-05-23,68,HIIT,567.66,Yes,2025-05-11,28,F,Build Muscle,2025-07-17,Yes,Mid,67,1
124,U0009,2025-05-26,14,Stretching,113.91,Yes,2025-05-11,28,F,Build Muscle,2025-07-17,Yes,Mid,67,1
125,U0009,2025-05-30,80,HIIT,765.55,No,2025-05-11,28,F,Build Muscle,2025-07-17,Yes,Mid,67,0
126,U0009,2025-06-02,41,Cardio,209.6,No,2025-05-11,28,F,Build Muscle,2025-07-17,Yes,Mid,67,0
127,U0009,2025-06-03,86,Cardio,598.82,Yes,2025-05-11,28,F,Build Muscle,2025-07-17,Yes,Mid,67,1
128,U0009,2025-06-06,79,Stretching,781.01,Yes,2025-05-11,28,F,Build Muscle,2025-07-17,Yes,Mid,67,1
129,U0009,2025-06-08,15,Stretching,82.17,Yes,2025-05-11,28,F,Build Muscle,2025-07-17,Yes,Mid,67,1
130,U0009,2025-06-14,40,HIIT,289.61,No,2025-05-11,28,F,Build Muscle,2025-07-17,Yes,Mid,67,0
131,U0009,2025-06-17,58,Cardio,560.49,Yes,2025-05-11,28,F,Build Muscle,2025-07-17,Yes,Mid,67,1
132,U0009,2025-06-19,81,Strength,720.67,No,2025-05-11,28,F,Build Muscle,2025-07-17,Yes,Mid,67,0
133,U0009,2025-06-22,35,Stretching,299.6,Yes,2025-05-11,28,F,Build Muscle,2025-07-17,Yes,Mid,67,1
134,U0009,2025-06-23,58,Yoga,524.74,No,2025-05-11,28,F,Build Muscle,2025-07-17,Yes,Mid,67,0
135,U0009,2025-06-29,17,HIIT,146.67,Yes,2025-05-11,28,F,Build Muscle,2025-07-17,Yes,Mid,67,1
136,U0009,2025-06-30,71,HIIT,684.31,Yes,2025-05-11,28,F,Build Muscle,2025-07-17,Yes,Mid,67,1
137,U0009,2025-07-03,75,HIIT,401.79,Yes,2025-05-11,28,F,Build Muscle,2025-07-17,Yes,Mid,67,1
138,U0009,2025-07-07,45,Cardio,424.73,No,2025-05-11,28,F,Build Muscle,2025-07-17,Yes,Mid,67,0
139,U0009,2025-07-11,88,Cardio,619.96,No,2025-05-11,28,F,Build Muscle,2025-07-17,Yes,Mid,67,0
140,U0009,2025-07-17,71,HIIT,656.03,No,2025-05-11,28,F,Build Muscle,2025-07-17,Yes,Mid,67,0
141,U0010,2025-05-03,65,Strength,512.55,Yes,2025-05-03,27,F,Stay Active,2025-07-29,No,Mid,87,1
142,U0010,2025-05-06,21,Yoga,113.71,Yes,2025-05-03,27,F,Stay Active,2025-07-29,No,Mid,87,1
143,U0010,2025-05-14,87,Yoga,819.49,Yes,2025-05-03,27,F,Stay Active,2025-07-29,No,Mid,87,1
144,U0010,2025-05-17,23,Yoga,194.6,No,2025-05-03,27,F,Stay Active,2025-07-29,No,Mid,87,0
145,U0010,2025-05-28,55,HIIT,413.45,No,2025-05-03,27,F,Stay Active,2025-07-29,No,Mid,87,0
146,U0010,2025-06-10,52,Strength,437.29,No,2025-05-03,27,F,Stay Active,2025-07-29,No,Mid,87,0
147,U0010,2025-06-19,11,Cardio,65.6,Yes,2025-05-03,27,F,Stay Active,2025-07-29,No,Mid,87,1
148,U0010,2025-07-23,35,HIIT,340.93,Yes,2025-05-03,27,F,Stay Active,2025-07-29,No,Mid,87,1
149,U0010,2025-07-28,77,Yoga,394.97,Yes,2025-05-03,27,F,Stay Active,2025-07-29,No,Mid,87,1
150,U0010,2025-07-29,16,HIIT,107.8,Yes,2025-05-03,27,F,Stay Active,2025-07-29,No,Mid,87,1
151,U0011,2025-05-10,46,HIIT,244.06,Yes,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,1
152,U0011,2025-05-18,35,HIIT,180.8,Yes,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,1
153,U0011,2025-05-27,10,Strength,51.15,No,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,0
154,U0011,2025-05-29,67,Strength,547.65,Yes,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,1
155,U0011,2025-05-31,22,HIIT,136.63,No,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,0
156,U0011,2025-06-03,62,Stretching,327.88,No,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,0
157,U0011,2025-06-04,24,HIIT,155.32,Yes,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,1
158,U0011,2025-06-11,68,Strength,521.72,No,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,0
159,U0011,2025-06-13,33,Cardio,252.62,Yes,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,1
160,U0011,2025-06-14,38,HIIT,202.53,No,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,0
161,U0011,2025-06-16,61,HIIT,534.5,Yes,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,1
162,U0011,2025-06-17,82,HIIT,788.3,Yes,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,1
163,U0011,2025-06-19,83,Stretching,446.2,Yes,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,1
164,U0011,2025-06-21,19,Strength,164.67,Yes,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,1
165,U0011,2025-06-25,87,Yoga,435.31,No,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,0
166,U0011,2025-06-28,63,HIIT,342.47,Yes,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,1
167,U0011,2025-07-01,31,Cardio,212.87,No,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,0
168,U0011,2025-07-04,21,Strength,160.2,Yes,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,1
169,U0011,2025-07-05,32,HIIT,163.25,Yes,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,1
170,U0011,2025-07-09,81,Cardio,493.25,No,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,0
171,U0011,2025-07-12,53,Strength,328.59,Yes,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,1
172,U0011,2025-07-13,15,HIIT,86.64,No,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,0
173,U0011,2025-07-16,81,Strength,544.73,No,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,0
174,U0011,2025-07-17,82,Yoga,430.37,Yes,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,1
175,U0011,2025-07-20,54,HIIT,532.1,Yes,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,1
176,U0011,2025-07-26,15,HIIT,134.66,Yes,2025-05-10,42,M,Stay Active,2025-07-26,No,Mid,77,1
177,U0012,2025-05-23,41,Yoga,306.64,Yes,2025-05-23,30,M,Lose Weight,2025-07-29,No,Mid,67,1
178,U0012,2025-06-16,16,Yoga,125.08,Yes,2025-05-23,30,M,Lose Weight,2025-07-29,No,Mid,67,1
179,U0012,2025-07-02,55,Stretching,397.13,No,2025-05-23,30,M,Lose Weight,2025-07-29,No,Mid,67,0
180,U0012,2025-07-04,18,Cardio,92.82,Yes,2025-05-23,30,M,Lose Weight,2025-07-29,No,Mid,67,1
181,U0012,2025-07-12,79,Yoga,693.05,Yes,2025-05-23,30,M,Lose Weight,2025-07-29,No,Mid,67,1
182,U0012,2025-07-14,68,HIIT,489.21,No,2025-05-23,30,M,Lose Weight,2025-07-29,No,Mid,67,0
183,U0012,2025-07-29,23,Yoga,217.14,Yes,2025-05-23,30,M,Lose Weight,2025-07-29,No,Mid,67,1
184,U0013,2025-05-09,24,Cardio,142.63,Yes,2025-05-09,28,F,Stay Active,2025-07-24,No,Mid,76,1
185,U0013,2025-06-04,86,HIIT,460.95,No,2025-05-09,28,F,Stay Active,2025-07-24,No,Mid,76,0
186,U0013,2025-06-12,56,Cardio,280.39,No,2025-05-09,28,F,Stay Active,2025-07-24,No,Mid,76,0
187,U0013,2025-06-19,65,Yoga,631.25,Yes,2025-05-09,28,F,Stay Active,2025-07-24,No,Mid,76,1
188,U0013,2025-06-20,31,Cardio,232.14,No,2025-05-09,28,F,Stay Active,2025-07-24,No,Mid,76,0
189,U0013,2025-06-26,51,Cardio,443.43,Yes,2025-05-09,28,F,Stay Active,2025-07-24,No,Mid,76,1
190,U0013,2025-06-29,53,Strength,339.95,No,2025-05-09,28,F,Stay Active,2025-07-24,No,Mid,76,0
191,U0013,2025-07-01,35,HIIT,186.57,Yes,2025-05-09,28,F,Stay Active,2025-07-24,No,Mid,76,1
192,U0013,2025-07-08,42,Yoga,398.99,Yes,2025-05-09,28,F,Stay Active,2025-07-24,No,Mid,76,1
193,U0013,2025-07-24,63,Strength,520.22,No,2025-05-09,28,F,Stay Active,2025-07-24,No,Mid,76,0
194,U0014,2025-05-03,69,Strength,676.9,No,2025-05-03,51,F,Lose Weight,2025-07-31,No,Adult,89,0
195,U0014,2025-05-14,33,HIIT,280.05,No,2025-05-03,51,F,Lose Weight,2025-07-31,No,Adult,89,0
196,U0014,2025-06-09,68,Yoga,659.58,Yes,2025-05-03,51,F,Lose Weight,2025-07-31,No,Adult,89,1
197,U0014,2025-07-01,71,Cardio,620.52,No,2025-05-03,51,F,Lose Weight,2025-07-31,No,Adult,89,0
198,U0014,2025-07-08,45,HIIT,246.57,No,2025-05-03,51,F,Lose Weight,2025-07-31,No,Adult,89,0
199,U0014,2025-07-11,52,HIIT,332.64,Yes,2025-05-03,51,F,Lose Weight,2025-07-31,No,Adult,89,1
200,U0014,2025-07-15,69,HIIT,478.57,Yes,2025-05-03,51,F,Lose Weight,2025-07-31,No,Adult,89,1
201,U0014,2025-07-17,60,Yoga,553.28,Yes,2025-05-03,51,F,Lose Weight,2025-07-31,No,Adult,89,1
202,U0014,2025-07-20,20,Strength,140.62,No,2025-05-03,51,F,Lose Weight,2025-07-31,No,Adult,89,0
203,U0014,2025-07-28,88,Yoga,475.22,No,2025-05-03,51,F,Lose Weight,2025-07-31,No,Adult,89,0
204,U0014,2025-07-31,55,Cardio,297.84,Yes,2025-05-03,51,F,Lose Weight,2025-07-31,No,Adult,89,1
205,U0015,2025-05-02,78,Yoga,666.33,Yes,2025-05-02,29,M,Stay Active,2025-07-31,No,Mid,90,1
206,U0015,2025-05-05,79,HIIT,568.95,No,2025-05-02,29,M,Stay Active,2025-07-31,No,Mid,90,0
207,U0015,2025-05-06,86,Strength,441.72,Yes,2025-05-02,29,M,Stay Active,2025-07-31,No,Mid,90,1
208,U0015,2025-05-15,50,HIIT,484.2,Yes,2025-05-02,29,M,Stay Active,2025-07-31,No,Mid,90,1
209,U0015,2025-05-20,29,Strength,211.57,Yes,2025-05-02,29,M,Stay Active,2025-07-31,No,Mid,90,1
210,U0015,2025-05-21,47,Yoga,392.9,Yes,2025-05-02,29,M,Stay Active,2025-07-31,No,Mid,90,1
211,U0015,2025-05-28,53,Cardio,373.56,Yes,2025-05-02,29,M,Stay Active,2025-07-31,No,Mid,90,1
212,U0015,2025-06-03,61,Stretching,557.54,No,2025-05-02,29,M,Stay Active,2025-07-31,No,Mid,90,0
213,U0015,2025-06-04,53,HIIT,477.82,Yes,2025-05-02,29,M,Stay Active,2025-07-31,No,Mid,90,1
214,U0015,2025-06-05,86,Stretching,701.07,Yes,2025-05-02,29,M,Stay Active,2025-07-31,No,Mid,90,1
215,U0015,2025-06-06,37,Cardio,188.16,Yes,2025-05-02,29,M,Stay Active,2025-07-31,No,Mid,90,1
216,U0015,2025-06-08,50,HIIT,311.42,Yes,2025-05-02,29,M,Stay Active,2025-07-31,No,Mid,90,1
217,U0015,2025-06-09,30,Strength,198.15,No,2025-05-02,29,M,Stay Active,2025-07-31,No,Mid,90,0
218,U0015,2025-06-11,54,Cardio,319.58,No,2025-05-02,29,M,Stay Active,2025-07-31,No,Mid,90,0
219,U0015,2025-06-12,56,Strength,443.21,Yes,2025-05-02,29,M,Stay Active,2025-07-31,No,Mid,90,1
220,U0015,2025-06-13,83,Stretching,536.26,Yes,2025-05-02,29,M,Stay Active,2025-07-31,No,Mid,90,1
221,U0015,2025-06-14,87,Cardio,642.78,Yes,2025-05-02,29,M,Stay Active,2025-07-31,No,Mid,90,1
222,U0015,2025-06-19,55,Cardio,501.33,Yes,2025-05-02,29,M,Stay Active,2025-07-31,No,Mid,90,1
